package,date,version,total_dependencies,source
pandas,2017-10-28 18:44:46,0.21.0,3,pypi
pandas,2017-12-13 04:16:33,0.21.1,3,pypi
pandas,2017-12-31 12:37:46,0.22.0,3,pypi
pandas,2018-05-16 02:11:07,0.23.0,3,pypi
pandas,2018-06-13 02:14:42,0.23.1,3,pypi
pandas,2018-07-06 12:23:36,0.23.2,3,pypi
pandas,2018-07-07 20:26:01,0.23.3,3,pypi
pandas,2018-08-04 18:47:17,0.23.4,3,pypi
pandas,2019-01-25 21:13:23,0.24.0,3,pypi
pandas,2019-02-04 03:08:46,0.24.1,3,pypi
pandas,2019-03-14 10:10:10,0.24.2,3,pypi
pandas,2019-07-19 00:08:20,0.25.0,6,pypi
pandas,2019-08-22 19:17:16,0.25.1,6,pypi
pandas,2019-10-19 02:03:22,0.25.2,6,pypi
pandas,2019-11-01 14:45:06,0.25.3,6,pypi
pandas,2020-01-30 11:57:40,1.0.0,6,pypi
pandas,2020-02-05 20:50:35,1.0.1,6,pypi
pandas,2020-03-15 13:58:47,1.0.2,6,pypi
pandas,2020-03-18 17:08:00,1.0.3,6,pypi
pandas,2020-05-29 11:49:40,1.0.4,6,pypi
pandas,2020-06-18 11:30:46,1.0.5,6,pypi
pandas,2020-07-28 18:01:26,1.1.0,6,pypi
pandas,2020-08-20 21:12:02,1.1.1,6,pypi
pandas,2020-09-08 19:49:08,1.1.2,6,pypi
pandas,2020-10-05 19:45:44,1.1.3,6,pypi
pandas,2020-10-30 18:45:41,1.1.4,6,pypi
pandas,2020-12-07 15:07:55,1.1.5,6,pypi
pandas,2020-12-26 16:58:54,1.2.0,6,pypi
pandas,2021-01-20 13:34:07,1.2.1,6,pypi
pandas,2021-02-09 13:20:50,1.2.2,6,pypi
pandas,2021-03-02 12:05:36,1.2.3,6,pypi
pandas,2021-04-12 18:43:31,1.2.4,6,pypi
pandas,2021-06-22 13:41:54,1.2.5,6,pypi
pandas,2021-07-02 11:59:11,1.3.0,6,pypi
pandas,2021-07-25 12:22:25,1.3.1,6,pypi
pandas,2021-08-15 16:14:47,1.3.2,6,pypi
pandas,2021-09-12 13:20:46,1.3.3,6,pypi
pandas,2021-10-29 19:28:27,1.3.4,6,pypi
pandas,2021-12-12 14:30:49,1.3.5,6,pypi
pandas,2022-01-06 11:01:13,1.4.0rc0,6,pypi
pandas,2022-01-22 14:47:00,1.4.0,6,pypi
pandas,2022-02-12 11:21:13,1.4.1,6,pypi
pandas,2022-04-02 10:32:27,1.4.2,6,pypi
pandas,2022-06-23 13:30:09,1.4.3,6,pypi
pandas,2022-08-24 12:06:35,1.5.0rc0,6,pypi
pandas,2022-08-31 12:18:07,1.4.4,6,pypi
pandas,2022-09-19 15:53:13,1.5.0,6,pypi
pandas,2022-10-19 06:28:51,1.5.1,6,pypi
pandas,2022-11-23 05:49:21,1.5.2,6,pypi
pandas,2023-01-19 08:29:07,1.5.3,6,pypi
pandas,2023-02-20 22:17:23,2.0.0rc0,40,pypi
pandas,2023-03-16 17:55:51,2.0.0rc1,40,pypi
pandas,2023-04-03 14:10:47,2.0.0,40,pypi
pandas,2023-04-24 10:17:37,2.0.1,40,pypi
pandas,2023-05-29 06:42:26,2.0.2,40,pypi
pandas,2023-06-28 23:15:57,2.0.3,40,pypi
pandas,2023-08-11 18:30:57,2.1.0rc0,41,pypi
pandas,2023-08-30 13:13:26,2.1.0,39,pypi
pandas,2023-09-20 21:03:54,2.1.1,39,pypi
pandas,2023-10-26 19:22:55,2.1.2,39,pypi
pandas,2023-11-10 19:13:33,2.1.3,38,pypi
pandas,2023-12-08 15:37:00,2.1.4,38,pypi
pandas,2023-12-22 20:01:52,2.2.0rc0,41,pypi
pandas,2024-01-20 02:10:54,2.2.0,41,pypi
pandas,2024-02-23 15:30:19,2.2.1,41,pypi
pandas,2024-04-10 19:44:10,2.2.2,41,pypi
pandas,2024-09-20 13:08:42,2.2.3,41,pypi
pandas,2025-06-05 03:25:48,2.3.0,41,pypi
pandas,2025-07-07 19:18:12,2.3.1,41,pypi
pandas,2025-08-21 10:26:36,2.3.2,41,pypi
pandas,2025-09-29 23:16:53,2.3.3,41,pypi
scikit-learn,2011-09-22 00:03:10,0.9,0,pypi
scikit-learn,2012-01-11 14:42:25,0.10,0,pypi
scikit-learn,2012-05-08 00:40:14,0.11,0,pypi
scikit-learn,2012-09-04 20:07:55,0.12,0,pypi
scikit-learn,2012-10-08 22:55:38,0.12.1,0,pypi
scikit-learn,2013-01-21 22:59:23,0.13,0,pypi
scikit-learn,2013-02-23 16:50:23,0.13.1,0,pypi
scikit-learn,2013-08-09 10:25:44,0.14.1,0,pypi
scikit-learn,2013-08-09 17:52:34,0.14,0,pypi
scikit-learn,2014-07-15 11:02:33,0.15.0,0,pypi
scikit-learn,2014-08-28 13:54:23,0.15.1,0,pypi
scikit-learn,2014-11-06 12:51:14,0.15.2,0,pypi
scikit-learn,2015-03-27 16:20:39,0.16.0,0,pypi
scikit-learn,2015-04-14 20:01:04,0.16.1,0,pypi
scikit-learn,2015-11-05 22:00:11,0.17,0,pypi
scikit-learn,2016-02-18 18:05:14,0.17.1,0,pypi
scikit-learn,2016-09-28 20:47:06,0.18,0,pypi
scikit-learn,2016-11-13 23:13:56,0.18.1,2,pypi
scikit-learn,2017-06-21 04:02:31,0.18.2,2,pypi
scikit-learn,2017-08-11 18:38:26,0.19.0,2,pypi
scikit-learn,2017-10-23 15:28:44,0.19.1,2,pypi
scikit-learn,2018-07-15 15:33:55,0.19.2,2,pypi
scikit-learn,2018-09-26 13:12:28,0.20.0,2,pypi
scikit-learn,2018-11-23 07:36:42,0.20.1,0,pypi
scikit-learn,2018-12-19 12:33:12,0.20.2,2,pypi
scikit-learn,2019-03-01 20:11:28,0.20.3,2,pypi
scikit-learn,2019-05-10 02:21:12,0.21.0,3,pypi
scikit-learn,2019-05-15 09:33:54,0.21.1,3,pypi
scikit-learn,2019-05-24 03:50:13,0.21.2,3,pypi
scikit-learn,2019-07-30 02:00:19,0.20.4,2,pypi
scikit-learn,2019-07-30 02:07:48,0.21.3,3,pypi
scikit-learn,2019-12-03 10:12:20,0.22,3,pypi
scikit-learn,2020-01-02 17:23:58,0.22.1,3,pypi
scikit-learn,2020-02-28 18:40:32,0.22.2,3,pypi
scikit-learn,2020-03-04 16:31:06,0.22.2.post1,3,pypi
scikit-learn,2020-05-12 17:09:05,0.23.0,4,pypi
scikit-learn,2020-05-19 19:24:42,0.23.1,4,pypi
scikit-learn,2020-08-04 12:59:29,0.23.2,4,pypi
scikit-learn,2020-12-22 15:06:38,0.24.0,19,pypi
scikit-learn,2021-01-19 18:06:50,0.24.1,19,pypi
scikit-learn,2021-04-28 11:18:29,0.24.2,19,pypi
scikit-learn,2021-09-24 13:20:04,1.0,21,pypi
scikit-learn,2021-10-25 11:00:07,1.0.1,21,pypi
scikit-learn,2021-12-25 20:30:08,1.0.2,21,pypi
scikit-learn,2022-05-12 14:36:48,1.1.0,21,pypi
scikit-learn,2022-05-19 13:35:21,1.1.1,21,pypi
scikit-learn,2022-08-05 14:43:21,1.1.2,21,pypi
scikit-learn,2022-10-26 14:33:09,1.1.3,21,pypi
scikit-learn,2022-11-28 23:19:01,1.2.0rc1,23,pypi
scikit-learn,2022-12-08 14:11:25,1.2.0,23,pypi
scikit-learn,2023-01-24 16:42:24,1.2.1,23,pypi
scikit-learn,2023-03-09 09:57:10,1.2.2,23,pypi
scikit-learn,2023-06-15 15:19:37,1.3.0rc1,23,pypi
scikit-learn,2023-06-30 07:54:40,1.3.0,24,pypi
scikit-learn,2023-09-21 07:50:52,1.3.1,24,pypi
scikit-learn,2023-10-23 13:46:30,1.3.2,24,pypi
scikit-learn,2023-12-20 19:43:30,1.4.0rc1,26,pypi
scikit-learn,2024-01-18 20:52:56,1.4.0,26,pypi
scikit-learn,2024-02-16 08:56:53,1.4.1.post1,26,pypi
scikit-learn,2024-04-09 19:53:06,1.4.2,26,pypi
scikit-learn,2024-05-06 16:31:43,1.5.0rc1,29,pypi
scikit-learn,2024-05-21 16:33:03,1.5.0,29,pypi
scikit-learn,2024-07-03 09:11:11,1.5.1,33,pypi
scikit-learn,2024-09-11 15:49:19,1.5.2,33,pypi
scikit-learn,2024-11-15 13:33:41,1.6.0rc1,34,pypi
scikit-learn,2024-12-09 16:01:02,1.6.0,34,pypi
scikit-learn,2025-01-10 08:05:56,1.6.1,34,pypi
scikit-learn,2025-05-09 15:01:29,1.7.0rc1,33,pypi
scikit-learn,2025-06-05 22:01:43,1.7.0,33,pypi
scikit-learn,2025-07-18 08:01:00,1.7.1,33,pypi
scikit-learn,2025-09-09 08:20:19,1.7.2,33,pypi
scipy,2010-07-27 18:45:05,0.8.0,0,pypi
scipy,2016-04-18 21:49:20,0.17.0,0,pypi
scipy,2016-04-20 04:36:45,0.16.1,0,pypi
scipy,2016-04-20 04:38:42,0.16.0,0,pypi
scipy,2016-04-20 04:40:59,0.15.1,0,pypi
scipy,2016-04-20 04:42:49,0.15.0,0,pypi
scipy,2016-04-20 04:46:41,0.14.1,0,pypi
scipy,2016-04-20 04:48:14,0.14.0,0,pypi
scipy,2016-04-20 04:49:58,0.13.3,0,pypi
scipy,2016-04-20 04:53:27,0.13.2,0,pypi
scipy,2016-04-20 04:55:07,0.13.1,0,pypi
scipy,2016-04-20 04:56:55,0.13.0,0,pypi
scipy,2016-04-20 04:58:55,0.12.1,0,pypi
scipy,2016-04-20 05:00:29,0.12.0,0,pypi
scipy,2016-04-20 05:02:17,0.11.0,0,pypi
scipy,2016-04-20 05:03:33,0.10.1,0,pypi
scipy,2016-04-20 05:04:28,0.10.0,0,pypi
scipy,2016-04-20 05:05:36,0.9.0,0,pypi
scipy,2016-05-12 12:45:11,0.17.1,0,pypi
scipy,2016-07-25 16:34:16,0.18.0,1,pypi
scipy,2016-09-19 11:42:22,0.18.1,1,pypi
scipy,2017-03-09 15:08:15,0.19.0,1,pypi
scipy,2017-06-23 11:34:45,0.19.1,1,pypi
scipy,2017-10-25 09:57:56,1.0.0,1,pypi
scipy,2018-03-24 19:06:26,1.0.1,1,pypi
scipy,2018-05-05 18:24:21,1.1.0,1,pypi
scipy,2018-12-18 03:06:38,1.2.0,1,pypi
scipy,2019-02-09 03:56:59,1.2.1,1,pypi
scipy,2019-05-17 17:59:26,1.3.0,1,pypi
scipy,2019-06-07 00:57:04,1.2.2,1,pypi
scipy,2019-08-09 03:21:09,1.3.1,1,pypi
scipy,2019-11-09 20:22:55,1.3.2,1,pypi
scipy,2019-11-23 21:12:53,1.3.3,1,pypi
scipy,2019-12-16 22:56:05,1.4.0,1,pypi
scipy,2019-12-19 15:45:51,1.4.1,1,pypi
scipy,2020-01-21 17:35:06,1.2.3,1,pypi
scipy,2020-06-21 17:01:05,1.5.0,1,pypi
scipy,2020-07-04 23:09:43,1.5.1,1,pypi
scipy,2020-07-24 01:48:43,1.5.2,1,pypi
scipy,2020-10-17 21:03:03,1.5.3,1,pypi
scipy,2020-11-05 01:44:23,1.5.4,1,pypi
scipy,2020-12-31 14:30:32,1.6.0,1,pypi
scipy,2021-02-18 02:35:14,1.6.1,1,pypi
scipy,2021-03-25 01:38:07,1.6.2,1,pypi
scipy,2021-04-26 00:22:45,1.6.3,1,pypi
scipy,2021-06-20 16:11:56,1.7.0,1,pypi
scipy,2021-08-02 00:14:42,1.7.1,1,pypi
scipy,2021-11-08 20:46:56,1.7.2,1,pypi
scipy,2021-11-29 02:34:32,1.7.3,1,pypi
scipy,2021-12-11 16:00:32,1.8.0rc1,1,pypi
scipy,2021-12-21 17:28:09,1.8.0rc2,1,pypi
scipy,2022-01-22 18:16:11,1.8.0rc3,1,pypi
scipy,2022-01-30 18:10:09,1.8.0rc4,1,pypi
scipy,2022-02-05 22:53:25,1.8.0,1,pypi
scipy,2022-05-18 12:26:12,1.8.1,1,pypi
scipy,2022-06-24 12:47:40,1.9.0rc1,1,pypi
scipy,2022-07-05 00:14:32,1.9.0rc2,1,pypi
scipy,2022-07-23 22:05:34,1.9.0rc3,1,pypi
scipy,2022-07-29 12:50:04,1.9.0,1,pypi
scipy,2022-08-27 00:49:30,1.9.1,1,pypi
scipy,2022-10-08 21:53:42,1.9.2,19,pypi
scipy,2022-10-20 00:42:06,1.9.3,19,pypi
scipy,2022-12-11 23:59:11,1.10.0rc1,24,pypi
scipy,2022-12-25 20:18:47,1.10.0rc2,24,pypi
scipy,2023-01-03 22:34:14,1.10.0,24,pypi
scipy,2023-02-19 20:33:55,1.10.1,24,pypi
scipy,2023-05-31 19:44:18,1.11.0rc1,28,pypi
scipy,2023-06-16 19:30:25,1.11.0rc2,28,pypi
scipy,2023-06-25 18:27:23,1.11.0,28,pypi
scipy,2023-06-28 21:43:44,1.11.1,28,pypi
scipy,2023-08-17 22:08:09,1.11.2,28,pypi
scipy,2023-09-27 21:55:42,1.11.3,28,pypi
scipy,2023-11-18 21:01:18,1.11.4,28,pypi
scipy,2023-12-20 16:26:18,1.12.0rc1,29,pypi
scipy,2024-01-12 21:45:39,1.12.0rc2,29,pypi
scipy,2024-01-20 21:10:31,1.12.0,29,pypi
scipy,2024-03-19 18:18:21,1.13.0rc1,31,pypi
scipy,2024-04-02 21:41:20,1.13.0,31,pypi
scipy,2024-05-23 03:19:01,1.13.1,31,pypi
scipy,2024-05-30 02:42:50,1.14.0rc1,34,pypi
scipy,2024-06-15 23:01:15,1.14.0rc2,34,pypi
scipy,2024-06-24 20:31:50,1.14.0,34,pypi
scipy,2024-08-21 00:03:32,1.14.1,34,pypi
scipy,2024-12-13 23:53:39,1.15.0rc1,36,pypi
scipy,2024-12-24 05:05:06,1.15.0rc2,36,pypi
scipy,2025-01-03 14:30:00,1.15.0,36,pypi
scipy,2025-01-10 23:59:19,1.15.1,36,pypi
scipy,2025-02-17 00:28:56,1.15.2,36,pypi
scipy,2025-05-08 16:04:20,1.15.3,36,pypi
scipy,2025-05-21 16:52:50,1.16.0rc1,37,pypi
scipy,2025-06-08 17:39:17,1.16.0rc2,37,pypi
scipy,2025-06-22 16:18:17,1.16.0,37,pypi
scipy,2025-07-27 16:26:29,1.16.1,37,pypi
scipy,2025-09-11 17:39:20,1.16.2,37,pypi
scipy,2025-10-28 17:31:47,1.16.3,37,pypi
tensorflow,2016-12-19 19:10:10,0.12.0,5,pypi
tensorflow,2016-12-28 22:00:37,0.12.1,5,pypi
tensorflow,2017-02-15 05:43:41,1.0.0,5,pypi
tensorflow,2017-03-08 00:50:12,1.0.1,5,pypi
tensorflow,2017-04-21 16:25:57,1.1.0,6,pypi
tensorflow,2017-06-15 16:35:03,1.2.0,10,pypi
tensorflow,2017-06-30 01:01:33,1.2.1,10,pypi
tensorflow,2017-08-16 21:11:44,1.3.0,7,pypi
tensorflow,2017-11-01 22:22:42,1.4.0,6,pypi
tensorflow,2017-12-08 09:01:57,1.4.1,8,pypi
tensorflow,2018-01-26 21:33:31,1.5.0,9,pypi
tensorflow,2018-03-01 22:56:46,1.6.0,13,pypi
tensorflow,2018-03-20 21:39:13,1.5.1,9,pypi
tensorflow,2018-03-29 18:36:20,1.7.0,13,pypi
tensorflow,2018-04-28 04:30:58,1.8.0,10,pypi
tensorflow,2018-05-08 18:30:45,1.7.1,10,pypi
tensorflow,2018-07-10 23:25:48,1.9.0,11,pypi
tensorflow,2018-08-08 20:46:17,1.10.0,14,pypi
tensorflow,2018-08-24 16:57:06,1.10.1,14,pypi
tensorflow,2018-09-27 18:54:55,1.11.0,13,pypi
tensorflow,2018-11-06 00:29:43,1.12.0,12,pypi
tensorflow,2019-02-26 18:07:35,1.13.1,13,pypi
tensorflow,2019-04-18 20:27:08,1.12.2,12,pypi
tensorflow,2019-06-19 05:06:15,1.14.0,18,pypi
tensorflow,2019-06-21 23:53:53,1.12.3,12,pypi
tensorflow,2019-07-16 09:27:42,1.13.2,13,pypi
tensorflow,2019-09-30 17:23:22,2.0.0,20,pypi
tensorflow,2019-10-16 17:28:36,1.15.0,20,pypi
tensorflow,2020-01-08 19:46:01,2.1.0,22,pypi
tensorflow,2020-01-26 15:50:05,2.0.1,21,pypi
tensorflow,2020-01-26 16:08:24,1.15.2,21,pypi
tensorflow,2020-05-07 18:04:13,2.2.0,22,pypi
tensorflow,2020-05-18 16:06:07,1.15.3,21,pypi
tensorflow,2020-05-18 16:10:54,2.0.2,21,pypi
tensorflow,2020-05-18 16:16:18,2.1.1,22,pypi
tensorflow,2020-07-27 19:08:25,2.3.0,17,pypi
tensorflow,2020-09-24 18:38:59,1.15.4,21,pypi
tensorflow,2020-09-24 18:47:47,2.0.3,21,pypi
tensorflow,2020-09-24 18:52:44,2.1.2,21,pypi
tensorflow,2020-09-24 19:03:23,2.2.1,21,pypi
tensorflow,2020-09-24 19:23:11,2.3.1,16,pypi
tensorflow,2020-12-14 17:58:05,2.4.0,18,pypi
tensorflow,2021-01-06 16:58:52,2.1.3,22,pypi
tensorflow,2021-01-06 16:59:17,2.2.2,21,pypi
tensorflow,2021-01-06 16:59:41,2.3.2,16,pypi
tensorflow,2021-01-06 17:01:02,2.0.4,22,pypi
tensorflow,2021-01-06 17:16:34,1.15.5,22,pypi
tensorflow,2021-01-21 19:38:00,2.4.1,18,pypi
tensorflow,2021-05-13 17:28:39,2.5.0,19,pypi
tensorflow,2021-06-15 21:01:30,2.1.4,22,pypi
tensorflow,2021-06-15 21:03:30,2.3.3,16,pypi
tensorflow,2021-06-15 21:03:54,2.2.3,21,pypi
tensorflow,2021-06-15 21:03:59,2.4.2,18,pypi
tensorflow,2021-06-29 19:08:31,2.6.0rc0,20,pypi
tensorflow,2021-07-13 17:43:31,2.6.0rc1,20,pypi
tensorflow,2021-08-04 15:22:07,2.6.0rc2,20,pypi
tensorflow,2021-08-10 21:51:35,2.3.4,16,pypi
tensorflow,2021-08-10 21:51:57,2.5.1,19,pypi
tensorflow,2021-08-10 21:52:30,2.4.3,18,pypi
tensorflow,2021-08-11 17:09:07,2.6.0,20,pypi
tensorflow,2021-10-07 18:06:20,2.7.0rc0,21,pypi
tensorflow,2021-10-22 16:36:09,2.7.0rc1,21,pypi
tensorflow,2021-11-01 20:00:24,2.4.4,18,pypi
tensorflow,2021-11-01 20:22:54,2.5.2,19,pypi
tensorflow,2021-11-01 20:30:07,2.6.1,20,pypi
tensorflow,2021-11-04 15:29:15,2.6.2,20,pypi
tensorflow,2021-11-04 21:19:34,2.7.0,21,pypi
tensorflow,2021-12-22 21:30:37,2.8.0rc0,21,pypi
tensorflow,2022-01-24 17:03:25,2.8.0rc1,21,pypi
tensorflow,2022-02-02 15:34:06,2.8.0,21,pypi
tensorflow,2022-02-02 16:55:58,2.5.3,19,pypi
tensorflow,2022-02-02 16:56:09,2.6.3,20,pypi
tensorflow,2022-02-02 16:58:42,2.7.1,21,pypi
tensorflow,2022-04-12 16:50:18,2.9.0rc0,22,pypi
tensorflow,2022-04-21 17:10:25,2.9.0rc1,22,pypi
tensorflow,2022-05-04 17:06:15,2.9.0rc2,22,pypi
tensorflow,2022-05-16 18:35:54,2.6.4,20,pypi
tensorflow,2022-05-16 18:54:48,2.7.2,21,pypi
tensorflow,2022-05-16 19:22:55,2.8.1,21,pypi
tensorflow,2022-05-16 20:27:06,2.9.0,22,pypi
tensorflow,2022-05-23 17:06:42,2.7.3,21,pypi
tensorflow,2022-05-23 17:06:53,2.6.5,20,pypi
tensorflow,2022-05-23 17:16:53,2.8.2,21,pypi
tensorflow,2022-05-23 17:23:34,2.9.1,22,pypi
tensorflow,2022-08-03 21:53:07,2.10.0rc0,22,pypi
tensorflow,2022-08-15 17:39:51,2.10.0rc1,22,pypi
tensorflow,2022-08-23 17:38:06,2.10.0rc2,22,pypi
tensorflow,2022-08-29 17:20:21,2.10.0rc3,22,pypi
tensorflow,2022-09-02 19:06:20,2.7.4,21,pypi
tensorflow,2022-09-02 21:01:29,2.8.3,21,pypi
tensorflow,2022-09-03 02:46:32,2.9.2,22,pypi
tensorflow,2022-09-06 19:09:48,2.10.0,22,pypi
tensorflow,2022-10-18 17:03:53,2.11.0rc0,21,pypi
tensorflow,2022-10-19 16:06:50,2.11.0rc1,21,pypi
tensorflow,2022-11-02 16:15:57,2.11.0rc2,21,pypi
tensorflow,2022-11-16 18:45:38,2.8.4,21,pypi
tensorflow,2022-11-16 19:25:34,2.9.3,22,pypi
tensorflow,2022-11-16 20:05:06,2.10.1,22,pypi
tensorflow,2022-11-18 05:39:22,2.11.0,21,pypi
tensorflow,2023-02-15 00:51:05,2.12.0rc0,22,pypi
tensorflow,2023-03-07 19:45:05,2.12.0rc1,22,pypi
tensorflow,2023-03-20 19:24:21,2.11.1,21,pypi
tensorflow,2023-03-22 21:42:44,2.12.0,22,pypi
tensorflow,2023-05-10 16:29:49,2.13.0rc0,21,pypi
tensorflow,2023-05-30 17:45:55,2.13.0rc1,21,pypi
tensorflow,2023-06-22 18:11:42,2.13.0rc2,21,pypi
tensorflow,2023-07-05 16:48:36,2.12.1,22,pypi
tensorflow,2023-07-05 17:43:09,2.13.0,21,pypi
tensorflow,2023-08-17 18:16:39,2.14.0rc0,33,pypi
tensorflow,2023-09-01 21:05:05,2.14.0rc1,33,pypi
tensorflow,2023-09-26 20:56:51,2.13.1,21,pypi
tensorflow,2023-09-26 22:51:39,2.14.0,33,pypi
tensorflow,2023-10-25 23:25:44,2.15.0rc0,37,pypi
tensorflow,2023-11-03 18:20:38,2.15.0rc1,37,pypi
tensorflow,2023-11-14 18:56:58,2.14.1,33,pypi
tensorflow,2023-11-14 19:04:52,2.15.0,37,pypi
tensorflow,2023-12-05 22:50:47,2.15.0.post1,36,pypi
tensorflow,2024-02-23 19:34:11,2.16.0rc0,34,pypi
tensorflow,2024-03-08 23:51:46,2.15.1,36,pypi
tensorflow,2024-03-09 00:23:14,2.16.1,34,pypi
tensorflow,2024-06-18 21:03:42,2.17.0rc0,34,pypi
tensorflow,2024-06-28 18:50:15,2.16.2,34,pypi
tensorflow,2024-07-02 00:04:05,2.17.0rc1,34,pypi
tensorflow,2024-07-11 16:45:52,2.17.0,34,pypi
tensorflow,2024-09-30 18:37:14,2.18.0rc0,34,pypi
tensorflow,2024-10-07 23:18:07,2.18.0rc1,34,pypi
tensorflow,2024-10-16 18:29:33,2.18.0rc2,34,pypi
tensorflow,2024-10-24 22:57:23,2.17.1,34,pypi
tensorflow,2024-10-25 00:14:11,2.18.0,34,pypi
tensorflow,2025-02-21 22:01:03,2.19.0rc0,34,pypi
tensorflow,2025-03-12 00:11:40,2.18.1,34,pypi
tensorflow,2025-03-12 01:04:13,2.19.0,34,pypi
tensorflow,2025-07-29 21:24:45,2.20.0rc0,34,pypi
tensorflow,2025-08-13 16:27:10,2.19.1,34,pypi
tensorflow,2025-08-13 16:50:38,2.20.0,34,pypi
torch,2018-12-07 18:56:01,1.0.0,0,pypi
torch,2019-02-05 13:41:09,1.0.1,0,pypi
torch,2019-04-30 23:21:02,1.1.0,2,pypi
torch,2019-08-08 16:01:26,1.2.0,2,pypi
torch,2019-10-10 15:16:45,1.3.0,2,pypi
torch,2019-11-07 17:45:55,1.3.1,2,pypi
torch,2020-01-15 23:22:37,1.4.0,0,pypi
torch,2020-04-21 16:01:10,1.5.0,2,pypi
torch,2020-06-18 16:31:41,1.5.1,2,pypi
torch,2020-07-28 15:52:16,1.6.0,2,pypi
torch,2020-10-27 15:58:18,1.7.0,4,pypi
torch,2020-12-10 16:22:02,1.7.1,3,pypi
torch,2021-03-04 20:36:11,1.8.0,3,pypi
torch,2021-03-25 15:54:32,1.8.1,3,pypi
torch,2021-06-15 15:09:35,1.9.0,2,pypi
torch,2021-09-20 22:30:00,1.9.1,2,pypi
torch,2021-10-21 14:45:53,1.10.0,2,pypi
torch,2021-12-15 21:58:45,1.10.1,2,pypi
torch,2022-01-27 20:04:52,1.10.2,2,pypi
torch,2022-03-10 16:41:49,1.11.0,1,pypi
torch,2022-06-28 16:25:48,1.12.0,1,pypi
torch,2022-08-05 17:26:39,1.12.1,1,pypi
torch,2022-10-28 16:35:37,1.13.0,6,pypi
torch,2022-12-15 20:15:37,1.13.1,6,pypi
torch,2023-03-17 22:43:08,2.0.0,18,pypi
torch,2023-05-08 16:35:32,2.0.1,6,pypi
torch,2023-10-04 16:53:01,2.1.0,7,pypi
torch,2023-11-15 16:42:26,2.1.1,19,pypi
torch,2023-12-14 21:46:00,2.1.2,19,pypi
torch,2024-01-30 17:30:06,2.2.0,20,pypi
torch,2024-02-22 19:16:58,2.2.1,20,pypi
torch,2024-03-27 21:06:46,2.2.2,20,pypi
torch,2024-04-24 15:44:27,2.3.0,21,pypi
torch,2024-06-05 16:40:40,2.3.1,21,pypi
torch,2024-07-24 15:27:17,2.4.0,20,pypi
torch,2024-09-04 19:13:47,2.4.1,21,pypi
torch,2024-10-17 14:45:49,2.5.0,22,pypi
torch,2024-10-29 17:33:38,2.5.1,22,pypi
torch,2025-01-29 16:19:12,2.6.0,23,pypi
torch,2025-04-23 14:35:10,2.7.0,24,pypi
torch,2025-06-04 17:38:48,2.7.1,24,pypi
torch,2025-08-06 14:53:15,2.8.0,25,pypi
torch,2025-10-15 15:45:59,2.9.0,26,pypi
torch,2025-11-12 15:19:56,2.9.1,26,pypi
